TURN	UTTERANCE	DA	EMOTION
Ses01F_impro05_M007	all right okay.  and you lost your bag? is that that the issue?	q	neu
Ses02M_impro03_M027	oh, it will, obviously you know. but i know it's something i don't know, you never really think about it happening, like before hand.	ag	hap
Ses04F_impro07_F036	[laughter]	oth	exc
Ses02M_script02_1_M005	although, i guess you can't tell it probably isn't them. probably be unmistakable don't you think?	q	exc
Ses02M_script03_1_F029	and very much sillier.	o	hap
Ses03F_impro02_F025	it's going to be okay.	o	sad
Ses04F_impro08_M008	i asked for no tomatoes.	s	fru
Ses02M_impro08_M002	right. no, yes i know. it is-it is a little frustrating.	ag	neu
Ses02F_script03_1_M018	depends on how well we've played.	ans	neu
Ses02M_script02_2_M012	no of course not.	dag	fru
Ses03F_script03_2_F039	stop it, stop it, i hate you, i loath you, you are overbearing and conceited and utterly impossible.	o	ang
Ses05F_script01_3_M033	and to show that-to-to bring that back onto the earth again like a like a monument.  and everyone would have it standing behind them and and it would make a difference for them.	o	sad
Ses04F_impro07_M047	yeah.  so we'll do that and then and then and then tomorrow we'll have your	s	xxx
Ses02F_script01_1_F023	from your father's point of view, he isn't dead.  and you've no right to take his girl.	s	fru
Ses02M_script03_2_M007	what about me?	q	ang
Ses03M_script03_2_M020	yes it is.	dag	neu
Ses02F_script01_1_M030	i can't help it.  i know her best.  i mean, i grew up next door to her.	s	xxx
Ses03F_impro03_M017	hawaii? no.	q	xxx
Ses05M_impro03_M032	it's great. i'm a lucky man.	o	hap
Ses03M_script03_2_F030	you've always had a weak head.	o	ang
Ses01M_script03_1_F016	oh whose they?	q	xxx
Ses01F_impro06_M002	...pick up anything?	q	neu
Ses02F_impro05_M004	uh, but, we are willing to reimburse you for the bag and and for the contents--	s	neu
Ses02M_script02_1_M002	i would have wanted to go a little further up the coast, get away from the lights and the people but i was afraid we'd miss it.	o	xxx
Ses03M_script01_3_M029	just about all.	ans	sad
Ses05M_script03_2_M011	i think i'll have a little.	s	neu
Ses04F_script02_1_M039	where we stand for massive celebration of sex and death.	s	exc
Ses03F_script01_1_F053	yeah. i can see that.	ag	neu
Ses05F_script03_2_F002	no, not at all.  i-i still have it.  i wear it quite often.	dag	xxx
Ses04F_script02_2_M035	you know what you get carla, this.	s	xxx
Ses04F_impro07_M050	that's right.  um, so u.s.c. is a really nice school.	s	exc
Ses03M_impro03_M036	she just...she just...we're in a good position too.  she just got promoted to assistant manager at jack in the box	s	xxx
Ses02F_script03_2_M034	there are people downstairs i suppose?	q	fru
Ses02F_impro08_M006	[breathing] that's good.	a	neu
Ses04F_script03_2_M024	did you see much of peter burden after our divorce?	q	neu
Ses02M_script01_3_F020	you've gotta tell me.	c	xxx
Ses05M_script03_2_F038	stop.  would you just go away?  i mean, you're conceited, and overbearing, and utterly impossible.	o	ang
Ses05M_impro04_F026	sorry.  so, let's see.  what else?  what's available? what? um.  hmm.	q	neu
Ses05M_impro04_M021	no.  i'm not getting defensive.  i'm not getting defensive.  no. i asked you a question, you told me.  what?	ans	xxx
Ses04F_impro07_F012	and a taser.  excellent.  just make sure it's a big knife.	o	exc
Ses02F_script01_3_F007	i knew they would, your mother anyway.	ag	xxx
Ses01F_script03_1_M029	[garbage]	oth	xxx
Ses03M_script02_1_M014	god.  oh, you know what would be good right about now?  a six-pack.  a six-pack would be just the ticket.	s	exc
Ses02M_impro04_M019	this doesn't happen to a normal person.	o	ang
Ses01F_impro01_F006	what?  i'm getting an id.  this is why i'm here.  my wallet was stolen.	s	fru
Ses03M_impro01_M006	oh my god. can you just transfer it yourself?	q	fru
Ses01M_impro05_F032	that's not no.	s	neu
Ses03M_script03_2_F033	not very funny dear.  in fact, maybe you better have some more brandy.	o	ang
Ses03M_script03_2_M032	we might be able to bring up a splendid little debate about this intemperate tots.	o	ang
Ses05F_script03_2_F035	you really do need to develop uh a clearer head.	o	ang
Ses04F_script01_3_M027	you remember overseas i was in command of a company?	q	sad
Ses02F_script02_2_F033	i know that, augie.  really, i do.	ag	sad
Ses04M_script03_2_M049	you're a vile tempered, loosed living	o	ang
Ses02F_impro02_F001	there's nothing i can do.  i mean, the government you know--	ans	sad
Ses01F_script03_2_M011	no particular reason.  anyhow, they are very small ones.	s	neu
Ses05F_script01_1_F024	well you're a considerate fellow, there's nothing wrong with that.	o	neu
Ses02M_impro04_F008	well, you're talented so keep that in mind, you know, you shouldn't give yourself too hard of a time.	o	neu
Ses04F_script02_2_F016	i did want to see it.  i always do.  i keep thinking that this time will be the time but it never is.	o	fru
Ses01F_script02_2_F042	hmm.  i noticed that, it's pretty. big old white moon.	a	hap
Ses02F_impro01_F009	i have my passport and i have my driver's license. and that's all i have.	s	fru
Ses01M_script02_2_M054	or not.	ag	neu
Ses01F_script03_2_M007	what about me?	q	ang
Ses01M_script01_2_M008	okay, look it's a beautiful day.  why are we arguing?	q	fru
Ses04F_script01_3_F001	it's okay.  it's a good thing.	ans	xxx
Ses02F_script03_1_F021	oh, thank you, dear.  the same applies to you except that if i catch so much as looking at another woman, i'll kill you.	o	hap
Ses03M_impro08b_F021	alright. well  i guess i guess that's okay but	o	neu
Ses03M_impro08b_F001	oh god i finally got...you know how long i've been waiting on line?  you put on hold for like five hours.  geez.	s	fru
Ses03M_impro01_M009	the information is on there.  here i'll just fill it out right here.	s	fru
Ses03M_script01_1_F002	when?	q	sur
Ses05M_script01_3_M032	and and to see that again, to to bring that back on the earth again, like like a monument that that would stand behind these men and and and it would make a difference to them.	o	xxx
Ses05M_impro07_M029	i don't care. i don't care.	ans	exc
Ses04M_script01_2_M012	what do you want me to do? what do you want?	q	fru
Ses03M_script03_1_F026	it went on intermittently for days.	ans	xxx
Ses02F_script01_1_F007	he's dreaming about him again.  he's walking around at night.	ans	xxx
Ses05F_script01_3_F002	it's so lovely here.  the air is sweet.	o	hap
Ses02F_script02_1_M011	how could we forget to bring it?  i hope the moon stays out.	o	xxx
Ses04F_script02_1_M031	we just weren't in a good spot.  this is a much better spot.	o	ang
Ses04M_impro05_F042	that i'm sorry?	q	fru
Ses03F_script01_3_M021	give me-	c	hap
Ses04F_impro02_F023	i want you to be okay with it as much as you can be.  i mean it's not a great situation but we don't have an option here.	ans	sad
Ses05F_impro05_M031	well, my hands are really tied then.	s	neu
Ses05F_impro03_F059	total turn on.	ans	hap
Ses05M_impro03_M027	of course, we're gonna have kids, like three at least.	ans	hap
Ses03M_script03_2_F008	look, i'm bored with this conversation.	o	xxx
Ses02M_script01_3_F027	i mean, and your money, there's there's nothing wrong with your money.  i mean, your father put hundreds of planes in the air.  a man should be paid for that.	o	sad
Ses01M_impro04_M004	i guess.  but three years?  i mean, i like--i went to college even, i mean i didn't finish but i went for like a little bit.  it's not fair, i don't know.	s	fru
Ses03F_script02_2_F023	dancing barefoot in the sand. drinking out of a bottle of champagne.	s	hap
Ses02F_script01_3_F028	i mean, and your money, there's nothing wrong with your money.  i mean, your father put hundreds of planes in the air.  a man should be paid for that.	o	xxx
Ses02M_impro08_M012	so so you can um find that application. you have the internet, you can go to our website.	s	neu
Ses01M_impro02_F007	that's not fair.	o	fru
Ses03F_script02_1_M013	we should have brought the blanket. oh, why didn't we bring the blanket? our blanket.	s	exc
Ses03M_impro06_F018	yeah.	ag	sad
Ses04F_script02_2_M040	maybe if you were with somebody else too.	o	sad
Ses02F_impro07_M012	yeah. hey. prestigious school.	ag	xxx
Ses01F_script02_1_M012	naturally.  god, how could we not think to bring it?  i hope the moon stays out, though.	o	fru
Ses02M_script03_2_M008	that's a nice point of view i must say.	o	xxx
Ses03M_impro06_F009	how are they?	q	sad
Ses04M_impro03_M028	well, i mean i just told her--well i just said, you know, hey, these are my suggestions.	s	hap
Ses01F_impro03_F008	yeah.  well.  you know, because he's leaving the next day.	ag	hap
Ses02M_script02_1_M029	you know there is like, there is a certain mystery here, a magic, a bit of the unexplainable. i don't see how you cannot be interested.	o	exc
Ses01M_script01_3_F024	how many?	q	sad
Ses01M_script02_1_F003	that's not your flashlight.	dag	xxx
Ses05F_script01_1_F006	he is thinking about him again.	o	sad
Ses03F_script02_2_M035	yeah, maybe if you were with someone else too.	o	fru
Ses03M_script02_2_F012	look, it's pointless.  it's...we're not going to see the grunions i mean, it's like waiting around to see santa claus, you know, it's...	ans	fru
Ses04F_impro07_M025	and i like living in la.	o	xxx
Ses02F_script02_2_M009	we've missed them twice.  that's not ever.	ans	neu
Ses03F_impro06_M002	i didn't know him, tricia, but uh i heard that he was a great man.	s	sad
Ses01M_impro06_F020	it gets better.	o	neu
Ses01M_script01_3_M009	ann, i love you.  i love you.	s	hap
Ses04F_script01_1_F014	to you it is and to me but not to him.  you can talk yourself blue in the face but there's no body and no grave so where are you?	q	ang
Ses01M_script03_1_M016	oh, dear god what is that all mean, dear god?	q	hap
Ses01F_impro07_M011	ooh. fancy.	o	xxx
Ses01F_script02_1_M000	what time is it?  i think it's supposed to run around midnight, right?  god, this is great, isn't it, carla?  look at this night we got here, huh.	a	xxx
Ses05M_script01_1b_F029	just give it some more thought.	c	xxx
Ses04M_impro03_M007	honestly, it was kind of quickly.  it was actually only in the past couple months.	ans	hap
Ses02F_script02_1_F000	fine.	ans	xxx
Ses04M_script01_1_F025	you're a considerate fellow.  there's nothing wrong in that.	o	xxx
Ses02F_impro03_M011	so, i mean--it's good though.	o	hap
Ses05F_impro03_M032	that is amazing.  you must be so excited.  did you tell your mom?	q	exc
Ses04M_script03_2_F034	oh, shut up.	c	ang
Ses05M_script03_1_F026	oh, it burnt my comb and all the towels in the bathroom.	s	exc
Ses03M_impro03_F004	are you serious [garbage] man?	q	exc
Ses04M_script03_2_F025	it doesn't seem to have worked such wonders with you.	o	fru
Ses03F_impro07_M016	yeah, i'm only eighteen so it's--go get drunk.	s	xxx
Ses01F_script03_1_M038	however i believe the real cause of that row was peter burden.	o	xxx
Ses04F_script01_3_M024	yes.  i suppose i have been but it's going from me.	ans	sad
Ses01F_script02_1_M038	just all at once, they turned and they formed this line as long as the california coast.  and some instinctual little firecracker went off in their bodies and they all just turned as one and started swimming.	s	exc
Ses04F_script01_3_M045	i guess that included you.	o	sad
Ses05F_script03_1_F023	oh, thank you dear.  and the same goes for you except that if i so much as see you looking at another woman, i'll kill you.	o	xxx
Ses03F_impro06_F001	yeah. wow.	b	sad
Ses04M_impro02_F003	when you get back, think of all of the things that you're going to have missed.	s	xxx
Ses05M_script02_2_F014	and i remember thinking to myself, finally.  i am as happy as i am supposed to be.	s	sad
Ses05F_impro04_M010	[garbage] no, i wouldn't, but i--	ans	neu
Ses04F_script02_1_F016	i'm just not.	s	ang
Ses02F_impro07_M026	i know.	ag	xxx
Ses02M_impro08_F030	thank you very much bye.	g	hap
Ses01F_script01_2_M006	now listen.	c	fru
Ses02M_impro08_F027	yeah, totally.	ag	neu
Ses01F_script02_2_M035	[breathing]	oth	fru
Ses03M_script01_3_M018	give me a kiss ann, just give me...	c	hap
Ses04M_script03_1_M019	no, no, it isn't.  death's very laughable; such a cunning little mystery, all done with mirrors.	ans	xxx
Ses02F_impro08_F020	okay.  great.  what time of the day would you like?	q	neu
Ses02F_script03_2_M025	hmm, i imagine you let him kiss you a good deal more then.	o	xxx
Ses04F_script01_2_M016	why me above all?	q	fru
Ses05M_impro08_F026	wow.  you know i was thinking about changing internet providers, but but that that really is enough to change my mind.	ans	hap
Ses04F_script03_2_F012	it's become a habit with you.	o	ang
Ses01M_script02_2_F034	this is just this.  i mean it includes a lot and everything but it's--do you understand what i'm saying?	q	sad
Ses04M_impro02_F029	but i'm supposed to be okay with you going there.	o	fru
Ses02F_script01_2_F008	well then why is she still single?  i mean, new york is full of men.  why isn't she married?  probably a hundred people told her she's crazy, but she's waited.	o	fru
Ses02F_script01_3_M031	then i came back and it was incredible.  there was no meaning in it here.  the whole thing to them seemed like sort of a bus accident.  i went to work with dad and that rat race again.	s	sad
Ses02M_impro01_F009	well, it's actually-	s	fru
Ses04M_impro04_F010	excuse me?	q	sur
Ses03M_script02_2_F029	no...no...no...	ans	fru
Ses04M_script01_1_F030	well that's a good answer, but it don't answer anything.  he thinks he's coming back, chris.  you marry that girl, you're pronouncing him dead.  now what happens to your father?  do you know?  because i don't.	s	xxx
Ses05F_script03_1_F013	who's they?	q	neu
Ses02F_impro01_M016	the line--	b	xxx
Ses02M_script03_1_F025	it burned my comb too and all the towels in the bathroom.	s	hap
Ses04F_script02_2_F046	i'm beginning to think you might be right.  i think this may be the spot after all.  augie i'm sorry.	ans	hap
Ses05M_script02_1_M024	for real?	q	fru
Ses04M_impro04_M006	yeah, i do.  i do.  you don't understand.	ag	fru
Ses01M_script02_2_F016	i feel like my whole life is going to be spent here on the beach with my eyes wide open and my hands clasped expectantly, waiting for fish to show up and the fish never show.	s	ang
Ses03M_script03_1_M012	what does that all mean?  that's what i asked myself on my quest for ultimate truth.  what does it all mean?	q	xxx
Ses05F_impro06_M022	do you know what, it's going to pass,eventually, i mean it'll never pass, it'll always be there, and you'll always remember and everything like that, but you know.  it'll get easier i guess.	o	neu
Ses01F_script03_1_F029	the manager came in, he found us rolling about the floor, biting and scratching like panthers. [laughter]  how utterly, utterly ridiculous.	s	hap
